Words,Amount
doc2fb_image_0300001b,1
doc2fb_image_0300001c,1
doc2fb_image_0300001d,1
doc2fb_image_0300001e,1
exce,1
he-при,1
madre,1
muchacha,1
muneco,1
muy,1
ntrico,1
pasa,1
senor,1
senora,1
uno,1
абажуром,1
абортів,1
абрикосів,1
абсент,1
аварій,1
аварію,1
авеню,1
аврелій,1
авто,1
автобусом,1
автогонщиків,1
автомат,1
автомата,1
автомата-куховарки,1
автомати,1
автоматичне,1
автоматично,1
автоматичні,1
автомашин,1
автомобіля,1
автор,1
автором,1
авторських,1
автостраду,1
ага-а,1
агентами,1
адресати,1
адресою,1
аеропорту,1
айдахо,1
айова,1
акваріума,1
акорд,1
акредитивів,1
актора,1
акумулятори,1
акуратні,1
алещоб,1
алеї,1
ало,1
алфавіту,1
альберт,1
альтруїст,1
алюмінієвими,1
амброзії,1
американським,1
американських,1
американському,1
американські,1
американцями,1
американців,1
америку,1
америці,1
ампул,1
ампули,1
амфітеатри,1
амінокислот,1
амінокислоти,1
аналізувати,1
ангеле,1
англійською,1
англійської,1
англійську,1
англійській,1
андервуд,1
андерсопа,1
анекдоті,1
аноллон,1
анонімних,1
антея,1
антикваріатом,1
анто-ніо,1
аніж,1
апарата,1
арена,1
арену,1
арештували,1
аркуш,1
аркуша,1
армію,1
ароматом,1
археологові,1
архітектори,1
арістофан,1
асептичних,1
аспірину,1
астероїди,1
астероїдів,1
астрономічних,1
асфальт,1
асфальтового,1
асфальтовою,1
асфальтову,1
асфальту,1
атака,1
атож,1
атомна,1
атомно-інженерне,1
атомну,1
ау,1
аудиторію,1
африка,1
ач,1
бабусю,1
бавиться,1
бавлячись,1
бавовняних,1
багаж,1
багатий,1
багатих,1
багато-багато,1
багатогранні,1
багатороків,1
багатство,1
багатті,1
багать,1
багатьох-багатьох,1
багатіїв,1
багрянцем,1
бажаючи,1
базару,1
базарі,1
базгранину,1
базікайте,1
базікати,1
базікаю,1
байдужий,1
байдужим,1
байдужого,1
байдужоликих,1
байдужому,1
байдужості,1
байдужістю,1
байрон,1
бакалійної,1
бактеріологічні,1
бактеріями,1
баків,1
балаган,1
балагану,1
балакай,1
балаканина,1
балаканиною,1
балакати,1
балакаючи,1
балакаєш,1
балакуча,1
балакучих,1
балакучій,1
балачками,1
балачки,1
балачок,1
балкона,1
балконних,1
балконні,1
балконі,1
балтиморі,1
балістики,1
бамбукова,1
бамбукових,1
банальної,1
банк,1
банкноту,1
банку,1
баночку,1
баптистів,1
бар-кав,1
барабанами,1
барабанний,1
барабанні,1
барабанній,1
барах,1
барвами,1
барвистий,1
барвисту,1
барвисті,1
барильце,1
барися,1
басейн,1
басейни,1
басейну,1
баскетболу,1
батарея,1
батогами,1
батьками,1
батьком,1
бах-бах,1
бах-трах,1
бачачи,1
бачивколи-небудь,1
бачимо,1
бачитимемо,1
бачитимуть,1
бачте,1
бджолина,1
бджолу,1
бджіл,1
бе,1
безбарвний,1
безбарвними,1
безбарвно,1
безбарвною,1
безволосі,1
безглузда,1
безглуздапритичина,1
безглуздого,1
безглузду,1
безгоміння,1
бездумно,1
бездумні,1
безжалісно,1
безживних,1
безживну,1
беззбройні,1
беззмістовний,1
безконечних,1
безкраї,1
безкінечний,1
безкінечно,1
безлад,1
безладді,1
безладними,1
безлику,1
безлюдна,1
безлюдне,1
безлюдних,1
безлюдного,1
безмовне,1
безмовні,1
безмісячних,1
безоку,1
безперечне,1
безпечному,1
безпечніше,1
безплатно,1
безплатні,1
безповітряному,1
безпорадні,1
безпосередніх,1
безробітних,1
безрух,1
безсилих,1
безсилля,1
безсилою,1
безсилі,1
безсловесне,1
безслідно,1
безсмертя,1
безсонних,1
безсонного,1
безсоння,1
безсторонній,1
